file_path;xpath;content;simple_name;fqn;kind;abstract
java/doc/tutorial7.0/javase/tutorial/rmi/overview.html;/html/body/div[4]/div[3]/ul[2]/li[2]/code[1];java.rmi.RemoteException;RemoteException;java.rmi.RemoteException;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/overview.html;/html/body/div[4]/div[3]/ul[2]/li[1]/code;java.rmi.Remote;Remote;java.rmi.Remote;class;t
java/doc/tutorial7.0/javase/tutorial/rmi/running.html;/html/body/div[4]/div[3]/ul[1]/li[2]/code[2];java.net.InetAddress.getLocalHost;getLocalHost;java.net.InetAddress.getLocalHost;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/running.html;/html/body/div[4]/div[3]/h2[1];Security;Security;java.security.Security;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/running.html;/html/body/div[4]/div[3]/ul[1]/li[2]/code[2];java.net.InetAddress.getLocalHost;InetAddress;java.net.InetAddress;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/client.html;/html/body/div[4]/div[3]/p[7]/code[3];LocateRegistry.getRegistry;getRegistry;java.rmi.registry.LocateRegistry.getRegistry;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/client.html;/html/body/div[4]/div[3]/p[7]/code[6];lookup;lookup;java.io.ObjectStreamClass.lookup;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/client.html;/html/body/div[4]/div[3]/p[7]/code[7];LocateRegistry.getRegistry;getRegistry;java.rmi.registry.LocateRegistry.getRegistry;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[23]/code[1];UnicastRemoteObject.exportObject;exportObject;java.rmi.server.UnicastRemoteObject.exportObject;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[23]/code[3];exportObject;exportObject;java.rmi.server.UnicastRemoteObject.exportObject;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[25]/code[1];exportObject;exportObject;java.rmi.server.UnicastRemoteObject.exportObject;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[34]/code[3];UnicastRemoteObject.exportObject;exportObject;java.rmi.server.UnicastRemoteObject.exportObject;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/ul[4]/li[1]/code[1];LocateRegistry.getRegistry;getRegistry;java.rmi.registry.LocateRegistry.getRegistry;method;f
