file_path;xpath;content;source;simple_name;fqn;kind;abstract;id;code_reference_id;code_element_id;index;rationale;linker_name;release_link_set_id;first_link_id
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/messageevents.html;/html/body/div[3]/blockquote/pre;M!M:zzzsnippet.XMPPConnection:XMPPConnection:UNKNOWNP.UNKNOWN;d;XMPPConnection;org.jivesoftware.smack.XMPPConnection.XMPPConnection;method;f;128678;913789;24366;0;"";javamethod;87966;87966
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/pubsub.html;/html/body/div[2]/blockquote[3]/pre;M!M:zzzsnippet.ConfigureForm:ConfigureForm:UNKNOWNP.UNKNOWN;d;ConfigureForm;org.jivesoftware.smackx.pubsub.ConfigureForm.ConfigureForm;method;f;128641;914016;29367;2;"";javamethod;87935;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/pubsub.html;/html/body/div[2]/blockquote[3]/pre;M!M:zzzsnippet.ConfigureForm:ConfigureForm:UNKNOWNP.UNKNOWN;d;ConfigureForm;org.jivesoftware.smackx.pubsub.ConfigureForm.ConfigureForm;method;f;128640;914016;29360;1;"";javamethod;87935;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/pubsub.html;/html/body/div[2]/blockquote[3]/pre;M!M:zzzsnippet.ConfigureForm:ConfigureForm:UNKNOWNP.UNKNOWN;d;ConfigureForm;org.jivesoftware.smackx.pubsub.ConfigureForm.ConfigureForm;method;f;128639;914016;29352;0;"";javamethod;87935;87935
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/rosterexchange.html;/html/body/div[5]/blockquote/pre;M!M:zzzsnippet.Iterator:hasNext;d;hasNext;org.jivesoftware.smack.util.collections.MapIterator.hasNext;method;t;128560;914116;25917;1;"";javamethod;87876;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/rosterexchange.html;/html/body/div[5]/blockquote/pre;M!M:zzzsnippet.Iterator:hasNext;d;hasNext;org.jivesoftware.smack.util.collections.AbstractHashedMap.HashIterator.hasNext;method;f;128559;914116;26585;0;"";javamethod;87876;87876
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/pubsub.html;/html/body/div[3]/blockquote[1]/pre;M!M:zzzsnippet.LeafNode:send:zzzsnippet.Item;d;send;org.jivesoftware.smackx.pubsub.LeafNode.send;method;f;128590;914046;29289;1;"";javamethod;87898;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/pubsub.html;/html/body/div[3]/blockquote[1]/pre;M!M:zzzsnippet.LeafNode:send:zzzsnippet.Item;d;send;org.jivesoftware.smackx.pubsub.LeafNode.send;method;f;128589;914046;29282;0;"";javamethod;87898;87898
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/muc.html;/html/body/div[2]/blockquote[2]/pre;M!M:zzzsnippet.Iterator:hasNext;d;hasNext;org.jivesoftware.smack.util.collections.MapIterator.hasNext;method;t;128710;913714;25917;1;"";javamethod;87994;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/muc.html;/html/body/div[2]/blockquote[2]/pre;M!M:zzzsnippet.Iterator:hasNext;d;hasNext;org.jivesoftware.smack.util.collections.AbstractHashedMap.HashIterator.hasNext;method;f;128709;913714;26585;0;"";javamethod;87994;87994
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/pubsub.html;/html/body/div[2]/blockquote[2]/pre;M!M:zzzsnippet.ConfigureForm:ConfigureForm:UNKNOWNP.UNKNOWN;d;ConfigureForm;org.jivesoftware.smackx.pubsub.ConfigureForm.ConfigureForm;method;f;128734;913649;29367;2;"";javamethod;88013;
